,Airline,Flight Number,Date of Departure,From,To,Duration,Total Stops,Price
781,Air India,AI-573,"Sat, Mar 26",Bangalore,Bangalore,6h 55m,1 Stop,"3,669"
782,IndiGo,6E-2685/441,"Sat, Mar 26",Kolkata,Bangalore,9h 40m,Non Stop,"3,669"
783,IndiGo,6E-2163/2188,"Sat, Mar 26",Bangalore,Bangalore,10h 35m,Non Stop,"3,669"
784,IndiGo,6E-5004/2028,"Sat, Mar 26",Kolkata,Bangalore,11h 30m,1 Stop,"3,669"
785,IndiGo,6E-432/6319,"Sat, Mar 26",Bangalore,Bangalore,13h 10m,1 Stop,"3,669"
786,IndiGo,6E-432/371,"Thu, Mar 17",Kolkata,Bangalore,14h 35m,1 Stop,"3,669"
787,IndiGo,6E-432/285,"Thu, Mar 17",Bangalore,Bangalore,2h 50m,1 Stop,"3,669"
788,IndiGo,6E-2163/2028,"Thu, Mar 17",Kolkata,Bangalore,2h 50m,1 Stop,"3,669"
789,IndiGo,6E-5004/654,"Thu, Mar 17",Bangalore,Bangalore,2h 45m,1 Stop,"3,669"
790,Vistara,UK-894,"Thu, Mar 17",Kolkata,Bangalore,2h 30m,1 Stop,"1,776"
791,Air Asia,I5-974,"Thu, Mar 17",Bangalore,Bangalore,2h 35m,1 Stop,"1,776"
792,Vistara,UK-898,"Thu, Mar 17",Kolkata,Bangalore,5h 50m,Non Stop,"1,776"
793,Air Asia,I5-1543,"Thu, Mar 17",Bangalore,Bangalore,8h 45m,Non Stop,"1,776"
794,Air Asia,I5-1518,"Thu, Mar 17",Kolkata,Bangalore,9h 05m,Non Stop,"1,776"
795,IndiGo,6E-6066,"Thu, Mar 17",Bangalore,Bangalore,9h 15m,Non Stop,"1,776"
796,IndiGo,6E-827,"Mon, Feb 28",Kolkata,Bangalore,10h 15m,Non Stop,"1,776"
797,IndiGo,6E-413,"Mon, Feb 28",Bangalore,Bangalore,11h 15m,Non Stop,"1,776"
798,Air India,9I-9518,"Mon, Feb 28",Kolkata,Bangalore,11h 50m,Non Stop,"1,776"
799,IndiGo,6E-7224,"Mon, Feb 28",Bangalore,Bangalore,12h 35m,Non Stop,"1,776"
800,Air India,9I-9502,"Mon, Feb 28",Kolkata,Bangalore,5h 45m,Non Stop,"4,269"
801,IndiGo,6E-7203,"Mon, Feb 28",Mumbai,Bangalore,7h 15m,1 Stop,"5,319"
802,IndiGo,6E-7209/827,"Mon, Feb 28",Kolkata,Bangalore,7h 45m,1 Stop,"7,209"
803,IndiGo,6E-7209/7224,"Mon, Feb 28",Mumbai,Bangalore,8h 30m,1 Stop,"7,209"
804,Air India,9I-9922/9518,"Mon, Feb 28",Kolkata,Bangalore,9h 25m,,"7,314"
805,Air India,9I-9892/508,"Mon, Feb 28",Mumbai,Bangalore,9h 55m,,"7,314"
806,Air India,9I-9922/508,"Sun, Mar 27",Kolkata,Bangalore,11h 15m,1 Stop,"7,314"
807,IndiGo,6E-7128/776,"Sun, Mar 27",Mumbai,Bangalore,12h 20m,1 Stop,"8,049"
808,IndiGo,6E-7206/6319,"Sun, Mar 27",Kolkata,Bangalore,7h 05m,1 Stop,"11,619"
809,IndiGo,6E-7206/7224,"Sun, Mar 27",Mumbai,Bangalore,10h 35m,,"11,619"
810,IndiGo,6E-496/827,"Sun, Mar 27",Kolkata,Bangalore,2h 15m,,"3,486"
811,IndiGo,6E-6172/413,"Sun, Mar 27",Mumbai,Bangalore,2h 15m,,"3,486"
812,IndiGo,6E-893/6319,"Sun, Mar 27",Kolkata,Bangalore,2h 15m,1 Stop,"3,486"
813,IndiGo,6E-893/371,"Sun, Mar 27",Mumbai,Bangalore,2h 15m,2 Stops,"3,486"
814,IndiGo,6E-6172/6066,"Sun, Mar 27",Kolkata,Bangalore,2h 20m,1 Stop,"3,486"
815,Air Asia,I5-510/1543,"Sun, Mar 27",Mumbai,Bangalore,2h 20m,2 Stops,"3,565"
816,Air Asia,I5-541/1565,"Sat, Feb 26",Kolkata,Bangalore,2h 20m,,"3,644"
817,Air Asia,I5-371/1229,"Sat, Feb 26",Mumbai,Bangalore,2h 20m,1 Stop,"3,644"
818,Air Asia,I5-510/1229,"Sat, Feb 26",Kolkata,Bangalore,2h 25m,2 Stops,"3,644"
819,Air India,AI-526/9518,"Sat, Feb 26",Mumbai,Bangalore,2h 35m,2 Stops,"3,644"
820,IndiGo,6E-495,"Sat, Feb 26",Kolkata,Hyderabad,15h 25m,1 Stop,"1,105"
821,IndiGo,6E-269,"Sat, Feb 26",New Delhi,Hyderabad,9h 25m,2 Stops,"1,105"
822,IndiGo,6E-7185/7294,"Sat, Feb 26",Kolkata,Hyderabad,9h 30m,2 Stops,"1,105"
823,IndiGo,6E-605/6067,"Sat, Feb 26",New Delhi,Hyderabad,11h 30m,2 Stops,"1,105"
824,IndiGo,6E-7208/7206,"Sat, Feb 26",Kolkata,Hyderabad,5h 40m,2 Stops,"1,105"
825,IndiGo,6E-7261/6592,"Sat, Feb 26",New Delhi,Hyderabad,10h 05m,,"1,105"
826,IndiGo,6E-6137/6491,"Thu, Mar 10",Kolkata,Hyderabad,15h 05m,,"1,105"
827,IndiGo,6E-7216/6592,"Thu, Mar 10",New Delhi,Hyderabad,20h 10m,2 Stops,"1,105"
828,IndiGo,6E-7185/7229,"Thu, Mar 10",Kolkata,Hyderabad,23h 35m,1 Stop,"1,105"
829,IndiGo,6E-6137/6067,"Thu, Mar 10",New Delhi,Hyderabad,24h 40m,2 Stops,"1,105"
830,Vistara,UK-893,"Thu, Mar 10",Kolkata,Hyderabad,2h 10m,,"1,714"
831,IndiGo,6E-638,"Thu, Mar 10",New Delhi,Hyderabad,2h 15m,,"1,714"
832,IndiGo,6E-6257,"Thu, Mar 10",Kolkata,Hyderabad,5h 05m,2 Stops,"1,714"
833,IndiGo,6E-484,"Thu, Mar 10",New Delhi,Hyderabad,5h 55m,1 Stop,"1,714"
834,Vistara,UK-897,"Thu, Mar 10",Kolkata,Hyderabad,6h 10m,,"1,714"
835,IndiGo,6E-6491,"Thu, Mar 10",New Delhi,Hyderabad,6h 35m,,"1,714"
836,IndiGo,6E-855,"Sun, Mar 6",Kolkata,Hyderabad,8h 35m,1 Stop,"1,714"
837,IndiGo,6E-886,"Sun, Mar 6",New Delhi,Hyderabad,8h 55m,1 Stop,"1,714"
838,Air India,9I-9517,"Sun, Mar 6",Kolkata,Hyderabad,9h 00m,,"1,714"
839,IndiGo,6E-6067,"Sun, Mar 6",New Delhi,Hyderabad,9h 05m,,"1,714"
840,Go First,G8-682,"Sun, Mar 6",Kolkata,Hyderabad,1h 30m,,"2,656"
841,IndiGo,6E-6266,"Sun, Mar 6",Goa,Hyderabad,1h 45m,,"2,656"
842,IndiGo,6E-2347/2147,"Sun, Mar 6",Kolkata,Hyderabad,1h 10m,2 Stops,"3,113"
843,IndiGo,6E-2024/2147,"Sun, Mar 6",Goa,Hyderabad,1h 10m,2 Stops,"3,113"
844,Go First,G8-2510/7555,"Sun, Mar 6",Kolkata,Hyderabad,1h 15m,2 Stops,"3,424"
845,Go First,G8-2610/7555,"Sun, Mar 6",Goa,Hyderabad,1h 15m,,"3,424"
846,Go First,G8-212/422,"Sun, Feb 20",Kolkata,Hyderabad,1h 15m,,"3,424"
847,Go First,G8-2510/422,"Sun, Feb 20",Goa,Hyderabad,1h 25m,2 Stops,"3,424"
848,Go First,G8-175/423,"Sun, Feb 20",Kolkata,Hyderabad,1h 25m,1 Stop,"3,424"
849,IndiGo,6E-6469/725,"Sun, Feb 20",Goa,Hyderabad,7h 10m,2 Stops,"3,528"
850,SpiceJet,SG-1076,"Sun, Feb 20",Kolkata,Hyderabad,5h 20m,,"1,894"
851,SpiceJet,SG-3730,"Sun, Feb 20",Goa,Hyderabad,3h 50m,,"1,894"
852,SpiceJet,SG-4053,"Sun, Feb 20",Kolkata,Hyderabad,,2 Stops,"1,894"
853,Air India,AI-541,"Sun, Feb 20",Goa,Hyderabad,3h 55m,,"1,896"
854,IndiGo,6E-639,"Sun, Feb 20",Kolkata,Hyderabad,3h 45m,,"1,896"
855,IndiGo,6E-5218,"Sun, Feb 20",Goa,Hyderabad,3h 50m,1 Stop,"1,896"
856,IndiGo,6E-7266,"Wed, Mar 2",Kolkata,Hyderabad,,1 Stop,"1,896"
857,IndiGo,6E-7069,"Wed, Mar 2",Goa,Hyderabad,3h 20m,1 Stop,"1,896"
858,IndiGo,6E-7258/638,"Wed, Mar 2",Kolkata,Hyderabad,,1 Stop,"3,273"
859,IndiGo,6E-7258/855,"Wed, Mar 2",Goa,Hyderabad,3h 50m,1 Stop,"3,273"
860,SpiceJet,SG-4002,"Wed, Mar 2",Kolkata,Hyderabad,7h 20m,1 Stop,"2,268"
861,IndiGo,6E-744,"Wed, Mar 2",Chennai,Hyderabad,,1 Stop,"2,270"
862,IndiGo,6E-493,"Wed, Mar 2",Kolkata,Hyderabad,,,"2,270"
863,IndiGo,6E-468,"Wed, Mar 2",Chennai,Hyderabad,9h 25m,,"2,270"
864,IndiGo,6E-712,"Wed, Mar 2",Kolkata,Hyderabad,4h 35m,,"2,270"
865,IndiGo,6E-281,"Wed, Mar 2",Chennai,Hyderabad,11h 35m,1 Stop,"2,270"
866,Air Asia,I5-1518,"Thu, Mar 10",Kolkata,Hyderabad,10h 15m,1 Stop,"2,270"
867,Air Asia,I5-974,"Thu, Mar 10",Chennai,Hyderabad,,1 Stop,"2,270"
868,Go First,G8-572,"Thu, Mar 10",Kolkata,Hyderabad,,1 Stop,"2,270"
869,Air India,9I-9882,"Thu, Mar 10",Chennai,Hyderabad,,,"3,149"
870,IndiGo,6E-6794/5209,"Thu, Mar 10",Kolkata,Hyderabad,32h 15m,2 Stops,"2,849"
871,IndiGo,6E-2405/2331,"Thu, Mar 10",Chennai,Hyderabad,33h 26m,2 Stops,"3,188"
872,IndiGo,6E-5068/2147,"Thu, Mar 10",Kolkata,Hyderabad,39h 40m,2 Stops,"3,486"
873,Go First,G8-720/7555,"Thu, Mar 10",Chennai,Hyderabad,28h 34m,,"3,498"
874,Go First,G8-714/423,"Thu, Mar 10",Kolkata,Hyderabad,,2 Stops,"3,498"
875,Go First,G8-718/423,"Thu, Mar 10",Chennai,Hyderabad,25h 30m,2 Stops,"3,498"
876,Go First,G8-720/422,"Mon, Feb 21",Kolkata,Hyderabad,36h 19m,,"3,498"
877,IndiGo,6E-5318/5312,"Mon, Feb 21",Chennai,Hyderabad,36h 19m,,"3,499"
878,IndiGo,6E-5318/354,"Mon, Feb 21",Kolkata,Hyderabad,25h 30m,,"3,499"
879,Air India,AI-638/619,"Mon, Feb 21",Chennai,Hyderabad,28h 03m,1 Stop,"3,582"
880,IndiGo,6E-6736/2247,"Mon, Feb 21",Kolkata,Hyderabad,32h 06m,2 Stops,"8,861"
881,IndiGo,6E-518/6266,"Mon, Feb 21",Pune,Hyderabad,33h 26m,,"8,861"
882,Go First,G8-2306/422,"Mon, Feb 21",Kolkata,Hyderabad,46h 40m,2 Stops,"8,861"
883,IndiGo,6E-6736/6205,"Mon, Feb 21",Pune,Hyderabad,,,"8,861"
884,IndiGo,6E-726/2147,"Mon, Feb 21",Kolkata,Hyderabad,,,"8,861"
885,Go First,G8-2302/422,"Mon, Feb 21",Pune,Hyderabad,22h 40m,Non Stop,"8,861"
886,SpiceJet,SG-3762/958,"Wed, Mar 16",Kolkata,Hyderabad,25h 50m,Non Stop,"8,862"
887,SpiceJet,SG-2861/958,"Wed, Mar 16",Pune,Hyderabad,24h 55m,Non Stop,"8,862"
888,SpiceJet,SG-2034/958,"Wed, Mar 16",Kolkata,Hyderabad,,Non Stop,"8,862"
889,Vistara,UK-618/871,"Wed, Mar 16",Pune,Hyderabad,,Non Stop,"8,994"
890,Air Asia,I5-1569/1576,"Wed, Mar 16",Kolkata,Hyderabad,15h 15m,2 Stop(s),"2,105"
891,Air Asia,I5-336/1576,"Wed, Mar 16",Pune,Hyderabad,25h 50m,1 Stop,"2,105"
892,IndiGo,6E-5209,"Wed, Mar 16",Kolkata,Hyderabad,,1 Stop,"2,108"
893,IndiGo,6E-5312,"Wed, Mar 16",Pune,Hyderabad,,2 Stop(s),"2,108"
894,IndiGo,6E-354,"Wed, Mar 16",Kolkata,Hyderabad,21h 20m,2 Stop(s),"2,108"
895,IndiGo,6E-5217,"Wed, Mar 16",Pune,Hyderabad,14h 35m,Non Stop,"2,108"
896,IndiGo,6E-6818,"Mon, Feb 21",Kolkata,Hyderabad,,Non Stop,"2,108"
897,IndiGo,6E-5208,"Mon, Feb 21",Pune,Hyderabad,,Non Stop,"2,108"
898,IndiGo,6E-5371,"Mon, Feb 21",Kolkata,Hyderabad,,Non Stop,"2,108"
899,Air India,AI-619,"Mon, Feb 21",Pune,Hyderabad,,Non Stop,"2,111"
900,IndiGo,6E-2338/471,"Mon, Feb 21",Kolkata,Hyderabad,32h 06m,Non Stop,"2,049"
901,IndiGo,6E-2479/7137,"Mon, Feb 21",Hyderabad,Hyderabad,33h 26m,Non Stop,"2,049"
902,IndiGo,6E-369/752,"Mon, Feb 21",Kolkata,Hyderabad,46h 40m,Non Stop,"2,049"
903,Air India,AI-839,"Mon, Feb 21",Hyderabad,Hyderabad,,Non Stop,"2,098"
904,IndiGo,6E-2331,"Mon, Feb 21",Kolkata,Hyderabad,,Non Stop,"2,098"
905,IndiGo,6E-2005,"Mon, Feb 21",Hyderabad,Hyderabad,22h 40m,1 Stop,"2,098"
906,IndiGo,6E-2147,"Thu, Mar 10",Kolkata,Hyderabad,25h 50m,1 Stop,"2,098"
907,Air India,AI-560,"Thu, Mar 10",Hyderabad,Hyderabad,24h 55m,1 Stop,"2,098"
908,IndiGo,6E-6205,"Thu, Mar 10",Kolkata,Hyderabad,,1 Stop,"2,098"
909,IndiGo,6E-2348,"Thu, Mar 10",Hyderabad,Hyderabad,,1 Stop,"2,098"
910,IndiGo,6E-6067/944,"Thu, Mar 10",Kolkata,Kolkata,25h 40m,1 Stop,"3,069"
911,IndiGo,6E-6491/944,"Thu, Mar 10",Hyderabad,Kolkata,,1 Stop,"3,069"
912,IndiGo,6E-855/165,"Thu, Mar 10",Kolkata,Kolkata,,1 Stop,"3,069"
913,IndiGo,6E-638/165,"Thu, Mar 10",Hyderabad,Kolkata,30h 25m,1 Stop,"3,069"
914,Air Asia,I5-1562,"Thu, Mar 10",Kolkata,Kolkata,33h 35m,1 Stop,"3,185"
915,Air India,9I-9517/525,"Thu, Mar 10",Hyderabad,Kolkata,24h 45m,1 Stop,"3,226"
916,Air Asia,I5-592,"Fri, Feb 4",Kolkata,Kolkata,27h 15m,1 Stop,"3,393"
917,Air Asia,I5-992,"Fri, Feb 4",Hyderabad,Kolkata,36h 50m,1 Stop,"3,393"
918,Air Asia,I5-2472,"Fri, Feb 4",Kolkata,Kolkata,12h 25m,1 Stop,"3,393"
919,Air Asia,I5-1321,"Fri, Feb 4",Hyderabad,Kolkata,40h 00m,1 Stop,"3,393"
920,Air Asia,I5-942/1562,"Fri, Feb 4",Kolkata,Kolkata,4h 20m,1 Stop,"2,833"
921,Air Asia,I5-942/1321,"Fri, Feb 4",Bagdogra,Kolkata,8h 55m,1 Stop,"2,833"
922,Air Asia,I5-330/548,"Fri, Feb 4",Kolkata,Kolkata,,1 Stop,"2,833"
923,Air Asia,I5-423/992,"Fri, Feb 4",Bagdogra,Kolkata,,1 Stop,"2,833"
924,Air Asia,I5-767/550,"Fri, Feb 4",Kolkata,Kolkata,,1 Stop,"2,833"
925,IndiGo,6E-5338/503,"Fri, Feb 4",Bagdogra,Kolkata,7h 40m,1 Stop,"2,834"
926,IndiGo,6E-312/394,"Fri, Feb 25",Kolkata,Kolkata,18h 25m,1 Stop,"2,834"
927,IndiGo,6E-5209/6358,"Fri, Feb 25",Bagdogra,Kolkata,10h 35m,1 Stop,"2,834"
928,IndiGo,6E-5338/6326,"Fri, Feb 25",Kolkata,Kolkata,12h 15m,1 Stop,"2,834"
929,IndiGo,6E-6463/503,"Fri, Feb 25",Bagdogra,Kolkata,,1 Stop,"2,834"
930,Go First,G8-188/163,"Fri, Feb 25",Kolkata,Kolkata,40h 53m,1 Stop,"2,111"
931,Go First,G8-268/163,"Fri, Feb 25",Bagdogra,Kolkata,34h 56m,1 Stop,"2,111"
932,IndiGo,6E-2513,"Fri, Feb 25",Kolkata,Kolkata,25h 19m,1 Stop,"2,480"
933,IndiGo,6E-282,"Fri, Feb 25",Bagdogra,Kolkata,,1 Stop,"2,480"
934,IndiGo,6E-972,"Fri, Feb 25",Kolkata,Kolkata,25h 19m,1 Stop,"2,480"
935,IndiGo,6E-353,"Fri, Feb 25",Bagdogra,Kolkata,24h 39m,1 Stop,"2,480"
936,IndiGo,6E-755,"Thu, Feb 10",Kolkata,Kolkata,,1 Stop,"2,480"
937,IndiGo,6E-912,"Thu, Feb 10",Bagdogra,Kolkata,,1 Stop,"2,480"
938,IndiGo,6E-2057,"Thu, Feb 10",Kolkata,Kolkata,,Non Stop,"2,480"
939,IndiGo,6E-2016,"Thu, Feb 10",Bagdogra,Kolkata,29h 20m,Non Stop,"2,480"
940,IndiGo,6E-394,"Thu, Feb 10",Kolkata,Kolkata,30h 55m,Non Stop,"2,109"
941,IndiGo,6E-6966,"Thu, Feb 10",Port Blair,Kolkata,,Non Stop,"2,109"
942,IndiGo,6E-6154,"Thu, Feb 10",Kolkata,Kolkata,39h 55m,Non Stop,"2,109"
943,Air India,AI-730,"Thu, Feb 10",Port Blair,Kolkata,,Non Stop,"2,109"
944,IndiGo,6E-894,"Thu, Feb 10",Kolkata,Kolkata,,Non Stop,"2,109"
945,IndiGo,6E-5031/229,"Thu, Feb 10",Port Blair,Kolkata,2h 00m,1 Stop,"2,109"
946,IndiGo,6E-457/7179,"Wed, Feb 16",Kolkata,Kolkata,2h 25m,1 Stop,"2,109"
947,IndiGo,6E-251/6716,"Wed, Feb 16",Port Blair,Kolkata,2h 25m,1 Stop,"2,109"
948,IndiGo,6E-251/7155,"Wed, Feb 16",Kolkata,Kolkata,2h 20m,1 Stop,"2,109"
949,IndiGo,6E-251/6087,"Wed, Feb 16",Port Blair,Kolkata,2h 05m,1 Stop,"2,109"
950,IndiGo,6E-744/6358,"Wed, Feb 16",Kolkata,Kolkata,16h 55m,1 Stop,"4,044"
951,IndiGo,6E-281/6893,"Wed, Feb 16",Port Blair,Kolkata,11h 30m,2 Stop(s),"4,044"
952,IndiGo,6E-712/283,"Wed, Feb 16",Kolkata,Kolkata,10h 30m,2 Stop(s),"4,134"
953,IndiGo,6E-712/944,"Wed, Feb 16",Port Blair,Kolkata,13h 40m,2 Stop(s),"4,134"
954,Go First,G8-372/7520,"Wed, Feb 16",Kolkata,Kolkata,18h 40m,2 Stop(s),"4,320"
955,Go First,G8-2606/7520,"Wed, Feb 16",Port Blair,Kolkata,2h 45m,Non Stop,"4,320"
956,Go First,G8-380/511,"Thu, Feb 24",Kolkata,Kolkata,2h 45m,Non Stop,"4,320"
957,Go First,G8-332/7520,"Thu, Feb 24",Port Blair,Kolkata,2h 45m,Non Stop,"4,320"
958,Go First,G8-372/511,"Thu, Feb 24",Kolkata,Kolkata,2h 50m,Non Stop,"4,320"
959,Go First,G8-2606/511,"Thu, Feb 24",Port Blair,Kolkata,2h 50m,Non Stop,"4,320"
960,Air Asia,I5-361,"Thu, Feb 24",Chennai,Kolkata,3h 05m,Non Stop,"2,359"
961,Air Asia,I5-557,"Thu, Feb 24",New Delhi,Kolkata,2h 40m,Non Stop,"2,359"
962,IndiGo,6E-6217/6893,"Thu, Feb 24",Chennai,Kolkata,2h 45m,Non Stop,"2,359"
963,IndiGo,6E-156/6893,"Thu, Feb 24",New Delhi,Kolkata,2h 35m,Non Stop,"2,359"
964,Air India,AI-766,"Thu, Feb 24",Chennai,Kolkata,2h 45m,Non Stop,"2,360"
965,IndiGo,6E-6897,"Thu, Feb 24",New Delhi,Kolkata,5h 15m,1 Stop,"2,779"
966,IndiGo,6E-298,"Sun, Mar 20",Chennai,Kolkata,5h 40m,1 Stop,"2,779"
967,IndiGo,6E-183,"Sun, Mar 20",New Delhi,Kolkata,6h 05m,1 Stop,"2,779"
968,IndiGo,6E-606,"Sun, Mar 20",Chennai,Kolkata,9h 10m,1 Stop,"2,779"
969,IndiGo,6E-6016,"Sun, Mar 20",New Delhi,Kolkata,13h 15m,1 Stop,"2,779"
970,Air Asia,I5-732/829,"Sun, Mar 20",Chennai,Kolkata,13h 20m,1 Stop,"3,901"
971,Air Asia,I5-738/548,"Sun, Mar 20",New Delhi,Kolkata,13h 30m,1 Stop,"3,901"
972,Air Asia,I5-1427/992,"Sun, Mar 20",Chennai,Kolkata,9h 50m,1 Stop,"3,901"
973,Air Asia,I5-1732/2472,"Sun, Mar 20",New Delhi,Kolkata,11h 25m,1 Stop,"3,901"
974,Air Asia,I5-732/548,"Sun, Mar 20",Chennai,Kolkata,10h 55m,1 Stop,"3,901"
975,Air Asia,I5-320/582,"Sun, Mar 20",New Delhi,Kolkata,7h 05m,1 Stop,"3,901"
976,Air Asia,I5-1427/2472,"Sat, Mar 5",Chennai,Kolkata,3h 45m,1 Stop,"3,901"
977,IndiGo,6E-453/6016,"Sat, Mar 5",New Delhi,Kolkata,6h 20m,1 Stop,"4,426"
978,IndiGo,6E-159/183,"Sat, Mar 5",Chennai,Kolkata,7h 00m,1 Stop,"4,426"
979,IndiGo,6E-6055/146,"Sat, Mar 5",New Delhi,Kolkata,7h 20m,1 Stop,"4,440"
980,IndiGo,6E-944,"Sat, Mar 5",Pune,Kolkata,7h 45m,1 Stop,"2,395"
981,Air Asia,I5-517,"Sat, Mar 5",Kolkata,Kolkata,8h 50m,Non Stop,"2,396"
982,Go First,G8-123,"Sat, Mar 5",Pune,Kolkata,10h 00m,Non Stop,"2,612"
983,Go First,G8-625,"Sat, Mar 5",Kolkata,Kolkata,10h 05m,Non Stop,"2,612"
984,IndiGo,6E-6893,"Sat, Mar 5",Pune,Kolkata,10h 05m,Non Stop,"2,773"
985,IndiGo,6E-283,"Sat, Mar 5",Kolkata,Kolkata,6h 45m,Non Stop,"2,815"
986,Air India,AI-525,"Sat, Mar 5",Pune,Kolkata,7h 40m,Non Stop,"3,340"
987,Air India,9I-9893/766,"Sat, Mar 5",Kolkata,Kolkata,7h 50m,1 Stop,"3,818"
988,Air India,9I-9893/766,"Sat, Mar 5",Pune,Kolkata,7h 55m,1 Stop,"3,818"
989,Air Asia,I5-1543/1321,"Sat, Mar 5",Kolkata,Kolkata,8h 15m,2 Stop(s),"4,234"
990,IndiGo,6E-323,"Sat, Mar 5",Pune,Kolkata,8h 25m,1 Stop,"1,754"
991,Air Asia,I5-583,"Sat, Mar 5",Kolkata,Kolkata,9h 25m,1 Stop,"1,754"
992,Go First,G8-537,"Sat, Mar 5",Pune,Kolkata,9h 50m,1 Stop,"1,754"
993,IndiGo,6E-6786,"Sat, Mar 5",Kolkata,Kolkata,10h 35m,1 Stop,"1,754"
994,IndiGo,6E-757,"Sat, Mar 5",Pune,Kolkata,10h 45m,1 Stop,"1,954"
995,Air India,AI-722,"Sat, Mar 5",Kolkata,Kolkata,7h 10m,Non Stop,"2,754"
996,SpiceJet,SG-4028,-,Pune,Kolkata,9h 10m,Non Stop,"3,622"
997,SpiceJet,SG-3230,-,Kolkata,Kolkata,12h 15m,Non Stop,"3,772"
998,Go First,G8-154/103,-,Pune,Kolkata,1h 55m,Non Stop,"5,912"
999,Air India,AI-880/762,-,Kolkata,Kolkata,2h 05m,Non Stop,"6,056"
1000,SpiceJet,SG-254,-,Patna,Kolkata,2h 10m,Non Stop,"5,946"
1001,Go First,G8-102,-,Bangalore,Kolkata,2h 10m,Non Stop,"5,948"
1002,IndiGo,6E-599,-,Patna,Kolkata,2h 10m,Non Stop,"5,949"
1003,Vistara,UK-778,-,Bangalore,Kolkata,2h 15m,Non Stop,"5,949"
1004,IndiGo,6E-6596/201,-,Patna,Kolkata,2h 15m,Non Stop,"6,002"
1005,IndiGo,6E-804/6016,-,Bangalore,Kolkata,5h 50m,1 Stop,"6,002"
1006,IndiGo,6E-6596/975,-,Patna,Kolkata,7h 10m,1 Stop,"6,002"
1007,Air India,AI-788,-,Bangalore,Kolkata,9h 15m,1 Stop,"6,369"
1008,Air India,AI-552/766,-,Patna,Kolkata,10h 35m,1 Stop,"10,301"
1009,Air India,AI-550/766,-,Bangalore,Kolkata,10h 35m,1 Stop,"11,141"
1010,Air Asia,I5-740/1530,-,Patna,Chennai,6h 30m,1 Stop,"1,998"
1011,Air Asia,I5-740/2461,-,Bangalore,Chennai,7h 15m,1 Stop,"1,998"
1012,Air Asia,I5-710/1531,-,Patna,Chennai,7h 25m,1 Stop,"1,998"
1013,Air Asia,I5-829/510,-,Bangalore,Chennai,8h 40m,Non Stop,"1,998"
1014,Vistara,UK-833,-,Patna,Chennai,9h 25m,1 Stop,"2,049"
1015,Air India,AI-537,-,Bangalore,Chennai,2h 45m,1 Stop,"2,343"
1016,Air India,AI-439,-,Patna,Chennai,2h 45m,1 Stop,"2,343"
1017,IndiGo,6E-6238,-,Bangalore,Chennai,2h 45m,1 Stop,"2,343"
1018,Air India,AI-429,-,Patna,Chennai,2h 50m,1 Stop,"2,343"
1019,Air India,AI-540,-,Bangalore,Chennai,2h 50m,1 Stop,"2,343"
1020,SpiceJet,SG-406/531,-,Pune,Pune,3h 05m,1 Stop,"4,445"
1021,IndiGo,6E-716/436,-,Lucknow,Pune,2h 40m,1 Stop,"4,608"
1022,IndiGo,6E-345/528,-,Pune,Pune,2h 45m,1 Stop,"4,709"
1023,IndiGo,6E-6128/528,-,Lucknow,Pune,2h 35m,1 Stop,"4,709"
1024,Air India,AI-768/853,-,Pune,Pune,2h 45m,1 Stop,"4,873"
1025,Air India,AI-770/851,-,Lucknow,Pune,4h 50m,Non Stop,"4,873"
1026,Air India,AI-768/851,-,Pune,Pune,5h 05m,Non Stop,"4,873"
1027,Air India,AI-402/851,-,Lucknow,Pune,5h 45m,Non Stop,"4,873"
1028,Air India,AI-763/851,-,Pune,Pune,7h 25m,Non Stop,"4,873"
1029,Air India,AI-770/853,-,Lucknow,Pune,8h 45m,Non Stop,"4,873"
1030,IndiGo,6E-886/425,-,Pune,Patna,8h 50m,Non Stop,"2,972"
1031,IndiGo,6E-484/425,-,Lucknow,Patna,10h 40m,Non Stop,"2,972"
1032,IndiGo,6E-6257/425,-,Pune,Patna,5h 10m,Non Stop,"2,972"
1033,IndiGo,6E-196/6277,-,Lucknow,Patna,5h 25m,1 Stop,"3,553"
1034,IndiGo,6E-6353/6277,-,Pune,Patna,7h 10m,1 Stop,"3,553"
1035,Air India,AI-573,-,Lucknow,Patna,5h 15m,1 Stop,"3,646"
1036,IndiGo,6E-5323/6223,-,Pune,Patna,5h 25m,1 Stop,"3,795"
1037,IndiGo,6E-5365/6223,-,Lucknow,Patna,8h 15m,1 Stop,"3,795"
1038,IndiGo,6E-2186/5336,-,Pune,Patna,8h 50m,Non Stop,"3,858"
1039,IndiGo,6E-2186/2043,-,Lucknow,Patna,9h 55m,Non Stop,"3,858"
1040,IndiGo,6E-2362/2769,-,Mumbai,Pune,11h 00m,Non Stop,"3,335"
1041,IndiGo,6E-2362/186,-,New Delhi,Pune,2h 10m,Non Stop,"3,335"
1042,Go First,G8-212/7549,-,Mumbai,Pune,2h 15m,Non Stop,"3,574"
1043,Go First,G8-2510/7549,-,New Delhi,Pune,2h 30m,Non Stop,"3,574"
1044,Go First,G8-2610/7549,-,Mumbai,Pune,2h 30m,Non Stop,"3,574"
1045,IndiGo,6E-435/426,-,New Delhi,Pune,2h 30m,1 Stop,"3,738"
1046,IndiGo,6E-325/528,-,Mumbai,Pune,2h 35m,1 Stop,"3,738"
